,Season,Year,Month,Hour,Holiday,Weekday,Working day,Weather situation,Temperature (normalized),Feels-like temperature (normalized),Humidity (normalized),Windspeed,Rental bikes count
11353,Spring,0,3,3,0,0,0,Light snow or light rain,0.2,0.197,0.69,0.2239,14
11354,Summer,1,7,12,0,1,1,Misty and/or cloudy,0.8,0.7424,0.52,0.1642,314
11355,Summer,1,6,10,0,0,0,Clear or partly cloudy,0.76,0.6818,0.4,0.0,452
11356,Fall,1,11,17,0,1,1,Clear or partly cloudy,0.42,0.4242,0.32,0.0,553
11357,Spring,1,5,4,0,2,1,Clear or partly cloudy,0.66,0.6061,0.78,0.2239,5
11358,Winter,0,2,20,0,0,0,Misty and/or cloudy,0.34,0.3636,0.42,0.0,42
11359,Fall,1,11,11,0,4,1,Clear or partly cloudy,0.36,0.3485,0.37,0.2239,163
11360,Spring,1,4,14,0,4,1,Clear or partly cloudy,0.46,0.4545,0.33,0.1642,287
11361,Fall,1,12,23,0,0,0,Light snow or light rain,0.36,0.3636,1.0,0.0896,51
11362,Fall,1,11,20,0,0,0,Clear or partly cloudy,0.44,0.4394,0.62,0.1642,200
11363,Spring,1,5,21,0,3,1,Clear or partly cloudy,0.52,0.5,0.77,0.2239,239
11364,Fall,1,12,8,0,4,1,Clear or partly cloudy,0.22,0.2121,0.51,0.2985,659
11365,Spring,1,5,13,0,5,1,Misty and/or cloudy,0.64,0.6061,0.73,0.0,278
11366,Spring,0,4,21,0,0,0,Clear or partly cloudy,0.44,0.4394,0.88,0.194,95
11367,Summer,0,7,21,0,2,1,Clear or partly cloudy,0.78,0.7424,0.62,0.2537,245
11368,Spring,0,4,19,0,2,1,Clear or partly cloudy,0.36,0.3333,0.43,0.2985,160
11369,Spring,1,4,21,0,5,1,Clear or partly cloudy,0.56,0.5303,0.68,0.1343,287
11370,Spring,0,5,12,0,2,1,Clear or partly cloudy,0.76,0.6818,0.45,0.3881,170
11371,Summer,1,7,14,0,0,0,Clear or partly cloudy,0.8,0.7273,0.46,0.194,522
11372,Fall,0,10,9,0,2,1,Misty and/or cloudy,0.52,0.5,0.77,0.0896,227
11373,Summer,1,9,18,0,5,1,Clear or partly cloudy,0.66,0.6212,0.61,0.2537,805
11374,Spring,0,5,10,0,5,1,Clear or partly cloudy,0.56,0.5303,0.64,0.194,148
11375,Fall,1,10,0,0,6,0,Clear or partly cloudy,0.5,0.4848,0.88,0.1343,142
11376,Winter,1,3,5,0,0,0,Clear or partly cloudy,0.24,0.2424,0.6,0.1642,7
11377,Winter,0,3,8,0,2,1,Clear or partly cloudy,0.26,0.2879,0.7,0.0896,282
11378,Spring,0,6,1,0,4,1,Clear or partly cloudy,0.74,0.7121,0.79,0.1045,16
11379,Winter,1,2,22,0,0,0,Clear or partly cloudy,0.3,0.2879,0.42,0.2239,71
11380,Spring,0,3,10,0,5,1,Clear or partly cloudy,0.26,0.2576,0.48,0.0,68
11381,Fall,0,10,9,0,2,1,Clear or partly cloudy,0.46,0.4545,0.67,0.2537,187
11382,Fall,0,11,9,0,3,1,Clear or partly cloudy,0.3,0.2879,0.75,0.2836,193
11383,Summer,0,6,0,0,0,0,Clear or partly cloudy,0.64,0.6212,0.53,0.0,115
11384,Fall,1,12,18,0,4,1,Clear or partly cloudy,0.28,0.2727,0.45,0.1642,565
11385,Spring,1,6,15,0,3,1,Clear or partly cloudy,0.64,0.6212,0.38,0.0,300
11386,Spring,0,4,7,0,6,0,Misty and/or cloudy,0.4,0.4091,0.82,0.4179,21
11387,Fall,0,11,11,0,4,1,Misty and/or cloudy,0.46,0.4545,0.67,0.3881,108
11388,Winter,1,2,20,0,3,1,Light snow or light rain,0.24,0.2424,0.87,0.1343,125
11389,Spring,0,4,15,0,2,1,Misty and/or cloudy,0.48,0.4697,0.77,0.5224,78
11390,Winter,1,1,4,0,6,0,Light snow or light rain,0.16,0.197,0.86,0.0896,1
11391,Summer,0,6,16,0,3,1,Misty and/or cloudy,0.82,0.803,0.59,0.3284,258
11392,Winter,1,1,14,0,1,1,Light snow or light rain,0.22,0.2273,0.93,0.194,61
11393,Spring,1,5,1,0,5,1,Clear or partly cloudy,0.6,0.5758,0.78,0.1045,48
11394,Fall,1,11,14,0,2,1,Misty and/or cloudy,0.44,0.4394,0.58,0.1045,224
11395,Spring,1,6,0,0,6,0,Clear or partly cloudy,0.58,0.5455,0.56,0.1343,137
11396,Winter,1,2,22,0,4,1,Clear or partly cloudy,missing,0.4394,0.54,0.2537,137
11397,Spring,1,6,4,0,3,1,Clear or partly cloudy,0.6,0.5606,0.83,0.1343,10
11398,Summer,0,8,17,0,6,0,Misty and/or cloudy,0.72,0.697,0.74,0.2537,269
11399,Winter,0,1,19,0,5,1,Misty and/or cloudy,0.24,0.2424,0.75,0.1343,89
11400,missing,0,7,3,0,0,0,Clear or partly cloudy,0.8,0.7879,0.63,0.0896,37
11401,Summer,1,9,17,0,missing,1,Clear or partly cloudy,0.64,0.6212,0.5,0.2239,976
11402,Spring,1,6,22,0,4,1,Clear or partly cloudy,0.6,0.6212,0.46,0.1642,228
11403,Fall,1,10,18,0,0,0,Light snow or light rain,0.42,0.4242,0.94,0.4925,154
11404,Fall,1,12,2,0,3,1,Clear or partly cloudy,0.46,0.4545,0.67,0.1642,9
11405,Summer,1,9,11,0,4,1,Light snow or light rain,0.7,0.6667,0.84,0.1642,62
11406,Summer,1,8,21,0,1,1,Clear or partly cloudy,0.6,0.5606,0.83,0.0,245
11407,Spring,0,3,19,0,0,0,Clear or partly cloudy,0.3,0.2879,0.31,0.2239,103
11408,Spring,1,5,10,0,2,1,Clear or partly cloudy,0.74,0.697,0.7,0.2985,183
11409,Fall,1,10,4,0,3,1,Clear or partly cloudy,0.36,0.3636,0.81,0.0896,4
11410,Fall,1,11,22,0,1,1,Clear or partly cloudy,0.28,0.2727,0.56,0.194,115
11411,Fall,1,11,17,0,2,1,Clear or partly cloudy,0.32,0.303,0.53,0.2239,627
11412,Spring,1,5,23,0,1,1,Misty and/or cloudy,0.58,0.5455,0.78,0.1045,75
11413,Summer,0,8,11,0,2,1,Clear or partly cloudy,0.8,0.7727,0.59,0.2239,149
11414,Winter,0,3,23,0,2,1,Clear or partly cloudy,0.28,0.2727,0.61,0.194,41
11415,Summer,1,9,1,1,1,0,Misty and/or cloudy,0.68,0.6364,0.89,0.1642,55
11416,Spring,1,5,2,0,4,1,Clear or partly cloudy,0.6,0.5455,0.88,0.0,16
11417,Summer,1,7,4,0,0,0,Clear or partly cloudy,0.78,0.7576,0.66,0.1045,13
11418,Winter,1,1,7,0,5,1,Misty and/or cloudy,0.42,0.4242,1.0,0.2985,134
11419,Summer,0,8,10,0,5,1,Clear or partly cloudy,0.72,0.6818,0.62,0.0896,165
11420,Spring,0,6,8,0,2,1,Misty and/or cloudy,0.68,0.6364,0.61,0.1343,477
11421,Summer,0,8,22,0,1,1,Clear or partly cloudy,0.7,0.6515,0.7,0.0896,137
11422,Spring,0,6,6,0,4,1,Clear or partly cloudy,0.66,0.6212,0.39,0.1343,113
11423,Winter,0,3,22,missing,6,0,Clear or partly cloudy,0.4,0.4091,0.37,0.3284,72
11424,Fall,0,10,0,0,3,1,Clear or partly cloudy,0.48,0.4697,0.77,0.1343,43
11425,Spring,1,3,18,0,4,1,Clear or partly cloudy,0.66,0.6212,0.65,0.1642,801
11426,Spring,0,4,22,0,3,1,Clear or partly cloudy,0.42,0.4242,0.67,0.194,99
11427,Winter,0,1,18,0,0,0,Clear or partly cloudy,0.26,0.2576,0.65,0.1642,65
11428,Fall,1,11,16,0,5,1,Clear or partly cloudy,0.46,0.4545,0.38,0.1642,434
11429,Fall,1,9,8,0,6,0,Clear or partly cloudy,0.5,0.4848,0.68,0.2836,211
11430,Summer,1,6,7,0,3,1,Clear or partly cloudy,0.6,0.6212,0.43,0.3582,527
11431,Spring,0,4,3,0,4,1,Clear or partly cloudy,0.36,0.3485,0.66,0.194,3
11432,Fall,1,10,13,0,6,0,Clear or partly cloudy,0.56,0.5303,0.43,0.1642,714
11433,Winter,0,12,6,0,0,0,Clear or partly cloudy,0.2,0.2273,0.75,0.1045,1
11434,Fall,1,10,3,0,4,1,Clear or partly cloudy,0.44,0.4394,0.88,0.2239,5
11435,Winter,0,3,8,0,0,0,Clear or partly cloudy,0.28,0.2727,0.56,0.1642,37
11436,Summer,0,6,23,0,4,1,Clear or partly cloudy,0.7,0.6667,0.74,0.2836,105
11437,Summer,1,9,4,0,2,1,Misty and/or cloudy,0.66,0.5909,0.89,0.0,8
11438,Winter,1,1,21,0,2,1,Clear or partly cloudy,0.46,0.4545,0.33,0.2985,165
11439,Winter,1,3,23,0,3,1,Clear or partly cloudy,0.56,0.5303,0.43,0.1642,91
11440,Winter,1,1,4,0,5,1,Misty and/or cloudy,0.4,0.4091,1.0,0.2985,4
11441,Spring,1,5,8,0,5,1,Misty and/or cloudy,0.64,0.5758,0.89,0.1045,583
11442,Summer,1,9,12,0,3,1,Clear or partly cloudy,0.78,0.7727,0.7,0.1045,266
11443,Spring,1,5,13,0,0,0,Misty and/or cloudy,0.6,0.6061,0.64,0.0,565
11444,Summer,1,8,18,0,1,1,Clear or partly cloudy,0.78,0.7121,0.52,0.2537,834
11445,Fall,1,missing,1,0,0,0,Misty and/or cloudy,0.5,0.4848,0.72,0.2836,133
11446,Spring,1,6,18,0,1,1,Misty and/or cloudy,0.62,0.6061,0.69,0.1642,642
11447,Winter,1,3,8,0,0,0,Clear or partly cloudy,0.22,0.2273,0.69,0.1343,72
11448,Fall,0,10,13,0,4,1,Clear or partly cloudy,0.5,0.4848,0.45,0.5821,164
11449,Fall,0,12,3,0,0,0,Clear or partly cloudy,0.22,0.2121,0.55,0.2239,18
11450,Winter,1,2,17,0,5,1,Misty and/or cloudy,0.34,0.3333,0.42,0.194,396
11451,Winter,1,3,10,0,0,0,Clear or partly cloudy,0.3,0.2727,0.49,0.3284,192
11452,Spring,1,4,3,0,3,1,Clear or partly cloudy,0.44,0.4394,0.58,0.0896,3
11453,Spring,0,4,21,0,2,1,Clear or partly cloudy,0.34,0.2879,0.46,0.5224,89
11454,Spring,1,5,18,0,2,1,Clear or partly cloudy,0.8,0.7424,0.49,0.4925,710
11455,Spring,0,5,20,0,6,0,Clear or partly cloudy,0.56,0.5303,0.43,0.1343,219
11456,Fall,1,11,2,0,3,1,Misty and/or cloudy,0.26,0.2576,0.75,0.2239,1
11457,Spring,0,4,3,0,4,1,Clear or partly cloudy,0.34,0.3333,0.81,0.1343,2
11458,Fall,1,12,14,0,0,0,Misty and/or cloudy,0.38,0.3939,0.76,0.1343,310
11459,Fall,1,11,22,0,1,1,Clear or partly cloudy,0.34,0.3485,0.66,0.1045,113
11460,Summer,1,7,2,0,4,1,Clear or partly cloudy,0.72,0.6818,0.7,0.194,7
11461,Summer,1,9,5,0,6,0,Clear or partly cloudy,0.56,0.5303,0.83,0.3284,17
11462,Winter,0,1,17,1,1,0,Clear or partly cloudy,0.2,0.197,0.51,0.194,71
11463,Winter,1,1,1,0,3,1,Clear or partly cloudy,0.3,0.2879,0.7,0.2239,13
11464,Spring,1,5,10,0,6,0,Clear or partly cloudy,0.66,0.6212,0.65,0.1343,432
11465,Spring,1,3,7,0,5,1,Clear or partly cloudy,0.32,0.3182,0.57,0.1642,289
11466,Winter,1,12,1,0,0,0,Clear or partly cloudy,0.22,0.2273,0.47,0.194,20
11467,Fall,0,10,4,0,6,0,Clear or partly cloudy,0.42,0.4242,0.67,0.1343,6
11468,Spring,1,4,19,1,1,0,Clear or partly cloudy,0.76,0.6667,0.35,0.3881,522
11469,Winter,1,3,18,0,4,1,Clear or partly cloudy,0.66,0.6212,0.44,0.2836,746
11470,Winter,1,3,20,0,0,0,Clear or partly cloudy,0.44,0.4394,0.47,0.2239,171
11471,Summer,0,8,6,0,0,0,Misty and/or cloudy,0.64,0.5606,0.94,0.1045,6
11472,Winter,1,1,9,0,1,1,Misty and/or cloudy,0.2,0.2273,0.86,0.0896,211
11473,Winter,1,2,18,0,5,1,Clear or partly cloudy,0.38,0.3939,0.4,0.1343,385
11474,Spring,0,4,6,0,6,0,Clear or partly cloudy,0.26,0.2727,0.7,0.1045,12
11475,Summer,1,7,19,0,5,1,Misty and/or cloudy,0.64,0.5758,0.83,0.2836,402
11476,Summer,1,8,15,0,1,1,Clear or partly cloudy,0.8,0.7576,0.55,0.2985,282
11477,Fall,1,11,15,1,4,0,Clear or partly cloudy,0.48,0.4697,0.29,0.0,228
11478,Winter,1,2,11,0,1,1,Clear or partly cloudy,0.22,0.2273,0.37,0.194,90
11479,Summer,0,8,12,0,3,1,Clear or partly cloudy,0.82,0.7273,0.38,0.2985,240
11480,Winter,0,1,19,0,0,0,Clear or partly cloudy,0.32,0.2879,0.42,0.4478,30
11481,Fall,0,10,11,0,4,1,Clear or partly cloudy,0.48,0.4697,0.55,0.5224,129
11482,Spring,0,5,11,0,6,0,Clear or partly cloudy,0.7,0.6515,0.65,0.2239,349
11483,Fall,0,11,7,0,2,1,Misty and/or cloudy,0.54,0.5152,0.68,0.1642,319
11484,Spring,1,4,3,0,3,1,Clear or partly cloudy,0.3,0.2879,0.49,0.2239,2
11485,Spring,0,6,8,0,6,0,Clear or partly cloudy,0.66,0.6061,0.78,0.0896,131
11486,Spring,1,5,0,0,1,1,Misty and/or cloudy,0.52,0.5,0.77,0.1343,34
11487,Winter,0,12,14,0,4,1,Misty and/or cloudy,0.3,0.3333,0.52,0.0,142
11488,Spring,0,4,21,1,5,0,Misty and/or cloudy,0.4,0.4091,0.76,0.2985,102
11489,Summer,1,7,10,0,5,1,Clear or partly cloudy,0.86,0.7424,0.3,0.0,210
11490,Winter,0,2,16,0,1,1,Misty and/or cloudy,0.36,0.3485,0.57,0.1343,114
11491,Summer,0,9,11,0,4,1,Misty and/or cloudy,0.68,0.6364,0.65,0.1343,159
11492,Winter,0,1,21,0,4,1,Misty and/or cloudy,0.22,0.2121,0.55,0.2239,48
11493,Spring,1,5,21,0,3,1,Clear or partly cloudy,0.68,0.6364,0.57,0.1045,304
11494,Winter,1,2,15,0,3,1,Clear or partly cloudy,0.6,0.6212,0.35,0.2836,194
11495,Winter,0,2,20,0,5,1,Clear or partly cloudy,0.6,0.6212,0.31,0.194,124
11496,Fall,1,12,18,0,3,1,Misty and/or cloudy,0.32,0.303,0.49,0.2239,540
11497,Fall,1,11,20,0,4,1,Clear or partly cloudy,0.3,0.303,0.52,0.1642,252
11498,Winter,0,3,1,0,0,0,Clear or partly cloudy,0.32,0.2879,0.53,0.3582,24
11499,Fall,1,11,17,0,6,0,Misty and/or cloudy,0.36,0.3333,0.46,0.2985,410
11500,Spring,1,4,11,0,6,0,Misty and/or cloudy,0.38,0.3939,0.4,0.1045,358
11501,Spring,0,4,5,0,2,1,Light snow or light rain,0.46,0.4545,0.94,0.2985,5
11502,Winter,1,2,19,0,0,0,Misty and/or cloudy,0.3,0.2879,0.52,0.2537,119
11503,Winter,1,3,10,0,2,1,Clear or partly cloudy,0.24,0.2576,0.44,0.0,129
11504,Winter,0,2,4,0,0,0,Clear or partly cloudy,0.26,0.2273,0.6,0.3582,2
11505,Spring,0,4,0,0,4,1,Clear or partly cloudy,0.38,0.3939,0.76,0.1343,21
11506,Winter,1,3,18,0,5,1,Light snow or light rain,0.36,0.3485,0.87,0.194,160
11507,Winter,0,3,19,0,2,1,Clear or partly cloudy,0.3,0.303,0.49,0.1343,119
11508,Fall,0,12,4,0,3,1,Clear or partly cloudy,0.26,0.303,0.75,0.0,4
11509,Fall,0,11,5,0,6,0,Clear or partly cloudy,0.3,0.3182,0.75,0.1045,3
11510,Spring,0,5,6,0,5,1,Clear or partly cloudy,0.46,0.4545,0.88,0.1045,117
11511,Fall,1,10,8,0,2,1,Clear or partly cloudy,0.44,0.4394,0.62,0.0,835
11512,Spring,1,6,17,0,3,1,Clear or partly cloudy,0.9,0.8182,0.37,0.0,691
11513,Spring,1,6,14,0,0,0,Clear or partly cloudy,0.64,0.6212,0.53,0.0,582
11514,Winter,0,3,6,0,1,1,Clear or partly cloudy,0.26,0.2727,0.65,0.1343,28
11515,Fall,1,11,11,0,0,0,Clear or partly cloudy,0.46,0.4545,0.59,0.1343,504
11516,Winter,1,2,20,0,2,1,Clear or partly cloudy,0.36,0.3485,0.5,0.1343,212
11517,Summer,1,9,6,0,1,1,Clear or partly cloudy,0.48,0.4697,0.82,0.0,164
11518,Summer,0,8,17,0,1,1,Clear or partly cloudy,0.76,0.6818,0.45,0.2985,514
11519,Summer,0,8,12,0,6,0,Misty and/or cloudy,0.66,0.5909,0.89,0.1642,421
11520,Summer,1,9,21,0,3,1,Clear or partly cloudy,0.6,0.6061,0.6,0.1343,306
11521,Fall,0,11,0,0,0,0,Clear or partly cloudy,0.28,0.3182,0.75,missing,75
11522,Fall,0,12,13,0,1,1,Misty and/or cloudy,0.3,0.3182,0.52,0.1045,166
11523,Summer,1,6,21,0,5,1,Light snow or light rain,0.68,0.6364,0.65,0.2836,217
11524,Summer,1,7,11,0,1,1,Clear or partly cloudy,0.84,0.803,0.53,0.2239,182
11525,Spring,1,4,22,0,3,1,Clear or partly cloudy,0.56,0.5303,0.22,0.1642,181
11526,Fall,1,11,4,0,6,0,Clear or partly cloudy,0.24,0.2273,0.7,0.194,7
11527,Fall,0,10,2,0,0,0,Clear or partly cloudy,0.34,0.3485,0.87,0.0896,50
11528,Summer,0,8,5,0,3,1,Clear or partly cloudy,0.54,0.5152,0.83,0.0896,27
11529,Summer,1,7,9,0,1,1,Misty and/or cloudy,0.66,0.6061,0.83,0.1642,363
11530,Summer,1,6,23,0,1,1,Clear or partly cloudy,0.64,0.6212,0.33,0.3284,103
11531,Summer,1,9,11,0,6,0,Clear or partly cloudy,0.76,0.7121,0.62,0.4478,578
11532,Summer,0,7,20,0,1,1,Clear or partly cloudy,0.72,0.697,0.74,0.1343,302
11533,Summer,0,9,23,0,3,1,Light snow or light rain,0.62,0.5455,0.94,0.194,24
11534,Spring,0,3,20,0,missing,1,Clear or partly cloudy,0.56,0.5303,0.64,0.194,122
11535,Summer,1,8,22,0,3,1,Clear or partly cloudy,0.7,0.6515,0.61,0.1642,226
11536,Fall,1,12,11,0,1,1,Clear or partly cloudy,0.48,0.4697,0.77,0.1343,233
11537,Spring,1,5,18,0,5,1,Clear or partly cloudy,0.76,0.7121,0.62,0.194,522
11538,Fall,1,10,22,1,1,0,Light snow or light rain,0.4,0.4091,0.76,0.2537,107
11539,Spring,1,5,4,0,3,1,Misty and/or cloudy,0.62,0.5606,0.88,0.1343,6
11540,Summer,1,6,4,0,5,1,Misty and/or cloudy,0.76,0.7273,0.66,0.0,10
11541,Winter,1,2,13,0,5,1,Misty and/or cloudy,0.3,0.3182,0.42,0.0896,192
11542,Winter,1,1,22,0,0,0,Clear or partly cloudy,0.18,0.2121,0.37,0.0896,60
11543,Spring,0,5,17,0,5,1,Clear or partly cloudy,0.74,0.6818,0.58,0.3881,491
11544,Winter,0,1,1,0,3,1,Misty and/or cloudy,0.24,0.2424,0.65,0.1343,5
11545,Spring,1,4,20,0,0,0,Clear or partly cloudy,0.56,0.5303,0.32,0.0896,243
11546,Summer,1,7,7,0,3,1,Misty and/or cloudy,0.66,0.6061,0.83,0.1045,497
11547,Fall,1,9,5,0,4,1,Clear or partly cloudy,0.58,0.5455,0.83,0.0,66
11548,Winter,0,2,14,0,5,1,Misty and/or cloudy,0.28,0.2727,0.45,0.1642,91
11549,Winter,1,1,17,0,3,1,Light snow or light rain,0.34,0.3182,0.87,0.2239,134
11550,Summer,1,7,16,0,6,0,Misty and/or cloudy,0.72,0.697,0.79,0.3582,566
11551,Summer,0,7,17,0,3,1,Clear or partly cloudy,0.84,0.8333,0.59,0.194,455
11552,Winter,0,3,15,0,5,1,Clear or partly cloudy,0.36,0.3333,0.4,0.2985,106
11553,Fall,0,12,17,0,2,1,Clear or partly cloudy,0.4,0.4091,0.62,0.1642,431
11554,Summer,0,6,0,0,3,1,Clear or partly cloudy,0.66,0.6061,0.78,0.194,33
11555,Winter,0,3,17,0,0,0,Clear or partly cloudy,0.44,0.4394,0.41,0.3582,241
11556,Spring,0,3,2,0,4,1,Light snow or light rain,0.24,0.2273,0.93,0.194,5
11557,Fall,0,10,23,0,2,1,Misty and/or cloudy,0.52,0.5,0.77,0.194,70
11558,Summer,1,8,0,0,5,1,Clear or partly cloudy,0.7,0.6515,0.65,0.0896,85
11559,Spring,1,4,9,0,5,1,Clear or partly cloudy,0.46,0.4545,0.88,0.0896,359
11560,Summer,1,9,5,0,5,1,Clear or partly cloudy,0.5,0.4848,0.82,0.0,49
11561,Spring,1,5,7,0,4,1,Clear or partly cloudy,0.6,0.6061,0.64,0.2836,507
11562,Winter,0,1,16,0,4,missing,Clear or partly cloudy,0.26,0.2576,0.38,0.1642,86
11563,Fall,1,10,11,0,6,0,Clear or partly cloudy,0.56,0.5303,0.64,0.2836,585
11564,Spring,1,5,9,0,0,0,Misty and/or cloudy,0.52,0.5,0.83,0.1642,191
11565,Summer,0,8,15,0,5,1,Clear or partly cloudy,0.76,0.697,0.55,0.2537,210
11566,Summer,0,9,21,0,2,1,Clear or partly cloudy,0.64,0.5909,0.78,0.1642,245
11567,Summer,0,8,4,0,4,1,Clear or partly cloudy,0.64,0.6061,0.73,0.2239,9
11568,Winter,0,3,18,0,6,missing,Clear or partly cloudy,0.46,0.4545,0.31,0.3284,217
11569,Fall,0,9,22,0,2,1,Clear or partly cloudy,0.6,0.5455,0.88,0.0896,121
11570,Spring,0,4,7,0,6,0,Misty and/or cloudy,0.26,0.2727,0.7,0.1045,18
11571,Summer,0,9,14,0,6,0,Misty and/or cloudy,0.52,0.5,0.72,0.194,297
11572,Winter,1,2,21,0,2,1,Clear or partly cloudy,0.34,0.3333,0.61,0.1642,154
11573,Summer,1,8,5,0,5,1,Clear or partly cloudy,0.64,0.5909,0.78,0.0,38
11574,Fall,0,11,12,0,2,1,Misty and/or cloudy,0.54,0.5152,0.68,0.0,176
11575,Summer,1,7,0,0,1,1,Misty and/or cloudy,0.68,0.6364,0.89,0.0896,39
11576,Fall,1,10,7,1,1,0,Misty and/or cloudy,0.34,0.3333,0.76,0.1642,154
11577,Spring,1,6,8,0,0,0,Clear or partly cloudy,0.56,0.5303,0.68,0.2537,119
11578,Winter,0,2,4,0,5,1,Clear or partly cloudy,0.46,0.4545,0.67,0.2537,1
11579,Summer,0,8,9,0,0,0,Clear or partly cloudy,0.72,0.697,0.74,0.2239,231
11580,Winter,1,3,22,0,3,1,Clear or partly cloudy,0.46,0.4545,0.59,0.2985,159
11581,Fall,0,11,23,1,4,0,Clear or partly cloudy,0.34,0.3485,0.76,0.1045,21
11582,Winter,1,2,1,0,4,1,Misty and/or cloudy,0.46,0.4545,0.55,0.0,17
11583,Winter,0,2,14,0,3,1,Clear or partly cloudy,0.2,0.1818,0.34,0.2985,58
11584,Winter,1,1,6,0,5,1,Misty and/or cloudy,0.22,0.2424,0.73,0.1045,70
11585,Summer,0,7,20,0,0,0,Clear or partly cloudy,0.8,0.7576,0.55,0.3284,275
11586,Summer,1,7,11,0,6,0,Misty and/or cloudy,0.6,0.5606,0.83,0.2537,305
11587,Spring,1,5,23,0,2,1,Clear or partly cloudy,0.6,0.5758,0.78,0.0,95
11588,Fall,1,10,9,0,0,0,Misty and/or cloudy,0.5,0.4848,0.55,0.4179,330
11589,Summer,0,9,11,0,0,0,Clear or partly cloudy,0.52,0.5,0.68,0.2239,317
11590,Spring,0,4,8,0,1,1,Misty and/or cloudy,0.52,0.5,0.88,0.2836,314
11591,Winter,1,2,9,0,0,0,Misty and/or cloudy,0.24,0.2273,0.7,0.2239,92
11592,Fall,0,9,21,0,5,1,Clear or partly cloudy,0.52,0.5,0.55,0.194,206
11593,Winter,1,2,23,0,2,1,Clear or partly cloudy,0.32,0.303,0.53,0.2239,65
11594,Spring,0,6,2,0,1,1,Clear or partly cloudy,0.62,0.5909,0.73,0.2836,10
11595,Winter,0,12,4,0,6,0,Clear or partly cloudy,0.38,0.3939,0.71,0.2239,10
11596,Spring,0,4,13,0,4,1,Clear or partly cloudy,0.56,0.5303,0.37,0.2239,159
11597,Winter,1,1,7,0,1,1,Clear or partly cloudy,0.22,0.2121,0.44,0.2836,225
11598,Summer,1,7,9,0,4,1,Misty and/or cloudy,0.72,0.6818,0.7,0.1343,344
11599,Fall,0,12,22,0,5,1,Clear or partly cloudy,0.28,0.3182,0.87,0.0,129
11600,Summer,1,7,5,0,1,1,Misty and/or cloudy,0.66,0.6061,0.83,0.2239,28
11601,Summer,0,9,5,0,0,0,Clear or partly cloudy,0.6,0.5606,0.83,0.1343,39
11602,Fall,1,12,16,0,6,0,Clear or partly cloudy,0.42,0.4242,0.82,0.1642,507
11603,Summer,1,7,10,0,4,1,Clear or partly cloudy,0.76,0.7121,0.58,0.194,198
11604,Spring,0,5,8,0,0,0,Misty and/or cloudy,0.62,0.5606,0.88,0.2239,96
11605,Summer,0,8,1,0,2,1,Clear or partly cloudy,0.64,0.6061,0.69,0.1642,16
11606,Spring,0,6,1,0,0,0,Clear or partly cloudy,0.64,0.5758,0.83,0.1045,93
11607,Fall,1,10,13,0,1,1,Misty and/or cloudy,0.6,0.6212,0.43,0.1642,305
11608,Summer,1,6,18,0,6,0,Clear or partly cloudy,0.88,0.7879,0.35,0.0,339
11609,Fall,0,12,20,0,6,0,Clear or partly cloudy,0.3,0.3182,0.61,0.0896,127
11610,Fall,0,11,18,0,3,1,Misty and/or cloudy,0.4,0.4091,0.58,0.5224,145
11611,Fall,1,10,1,0,0,0,Clear or partly cloudy,0.42,0.4242,0.77,0.2836,112
11612,Summer,0,8,14,0,3,1,Clear or partly cloudy,0.76,0.6818,0.48,0.4179,204
11613,Winter,1,3,7,0,0,0,Light snow or light rain,0.42,0.4242,0.88,0.1642,42
11614,Summer,1,7,23,0,5,1,Misty and/or cloudy,0.62,0.5758,0.83,0.2836,166
11615,Winter,0,3,5,0,2,1,Clear or partly cloudy,0.2,0.1818,0.64,0.2836,2
11616,Winter,1,2,5,0,5,1,Misty and/or cloudy,0.28,0.2727,0.93,0.1642,16
11617,Fall,0,11,20,0,5,1,Clear or partly cloudy,0.28,0.2727,0.48,missing,137
11618,Winter,0,1,16,0,6,0,Clear or partly cloudy,0.24,0.2424,0.6,0.1642,107
11619,Summer,0,7,15,0,1,1,Clear or partly cloudy,0.84,0.803,0.53,0.3284,164
11620,Summer,1,6,6,0,2,1,Clear or partly cloudy,0.52,0.5,0.52,0.2985,188
11621,Summer,1,8,3,0,5,1,Clear or partly cloudy,0.66,0.5909,0.89,0.1045,5
11622,Spring,1,4,22,0,2,1,Clear or partly cloudy,0.4,0.4091,0.37,0.4925,127
11623,Summer,1,7,0,0,0,0,Clear or partly cloudy,0.68,0.6364,0.89,0.1642,187
11624,Winter,1,1,22,0,3,1,Light snow or light rain,0.34,0.3333,0.87,0.194,49
11625,Summer,0,9,23,0,4,1,Light snow or light rain,0.62,0.5152,1.0,0.0896,26
11626,Winter,0,3,23,0,6,0,Misty and/or cloudy,0.44,0.4394,0.77,0.2985,44
11627,Winter,0,3,3,0,4,1,Clear or partly cloudy,0.2,0.1667,0.27,0.4627,1
11628,Summer,1,8,2,0,6,0,Clear or partly cloudy,0.72,0.7121,0.84,0.1343,84
11629,Fall,1,11,14,0,0,0,Clear or partly cloudy,0.6,0.6212,0.33,0.1642,654
11630,Winter,1,12,19,0,6,0,Misty and/or cloudy,0.3,0.2424,0.61,0.2537,97
11631,Winter,1,2,2,0,5,1,Misty and/or cloudy,0.3,0.3182,0.93,0.1045,12
11632,Fall,1,12,1,0,2,1,Clear or partly cloudy,0.42,0.4242,0.71,0.4478,8
